doi,title,author,variable,region,model,climate.scenario,value,estimation.year,unit,focus,study,publication.date
10.1016/j.scitotenv.2019.04.070,a pathway of global food supply adaptation in a world with increasingly constrained groundwater,turner et al (2019),iww,global,GCAM,constrained,2800,2100,km3/year,projected,turner et al (2019).GCAM.constrained,2019
10.1016/j.advwatres.2012.11.020,an integrated assessment of global and regional water demands for electricity generation to 2095,davies et al (2013),iww,global,GCAM,,2548,2000,km3/year,projected,davies et al (2013).GCAM.NA,2013
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (1997),iww,global,,,2595,2000,km3/year,projected,shiklomanov (1997).NA.NA,1997
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (2000),iww,global,,,2817,2010,km3/year,projected,shiklomanov (2000).NA.NA,2000
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (2000),iww,global,,,3189,2025,km3/year,projected,shiklomanov (2000).NA.NA,2000
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,2630,2000,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,2750,2010,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,2873,2020,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,2924,2030,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,3019,2040,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,3090,2050,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,3162,2060,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,3225,2070,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r,3278,2080,km3/year,projected,fischer et al (2007).AEZ.A2r,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.Hadley.CC,2630,2000,km3/year,projected,fischer et al (2007).AEZ.A2r.Hadley.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.Hadley.CC,2786,2010,km3/year,projected,fischer et al (2007).AEZ.A2r.Hadley.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.Hadley.CC,2949,2020,km3/year,projected,fischer et al (2007).AEZ.A2r.Hadley.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.Hadley.CC,3037,2030,km3/year,projected,fischer et al (2007).AEZ.A2r.Hadley.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.Hadley.CC,3173,2040,km3/year,projected,fischer et al (2007).AEZ.A2r.Hadley.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.Hadley.CC,3286,2050,km3/year,projected,fischer et al (2007).AEZ.A2r.Hadley.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.CSIRO.CC,2630,2000,km3/year,projected,fischer et al (2007).AEZ.A2r.CSIRO.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.CSIRO.CC,2792,2010,km3/year,projected,fischer et al (2007).AEZ.A2r.CSIRO.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.CSIRO.CC,2962,2020,km3/year,projected,fischer et al (2007).AEZ.A2r.CSIRO.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.CSIRO.CC,3049,2030,km3/year,projected,fischer et al (2007).AEZ.A2r.CSIRO.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.CSIRO.CC,3183,2040,km3/year,projected,fischer et al (2007).AEZ.A2r.CSIRO.CC,2007
10.1016/j.techfore.2006.05.021,"climate change impacts on irrigation water requirements: effects of mitigation, 1990–2080",fischer et al (2007),iww,global,AEZ,A2r.CSIRO.CC,3293,2050,km3/year,projected,fischer et al (2007).AEZ.A2r.CSIRO.CC,2007
10.2172/1097334,climate policy implications for agricultural water demand,chaturvedi et al (2013),iww,global,GCAM,,2332,2005,km3/year,projected,chaturvedi et al (2013).GCAM.NA,2013
10.2172/1097334,climate policy implications for agricultural water demand,chaturvedi et al (2013),iww,global,GCAM,,6891,2095,km3/year,projected,chaturvedi et al (2013).GCAM.NA,2013
10.1088/1748-9326/9/10/104003,sustainability of global water use: past reconstruction and future projections,wada and bierkens (2014),iww,global,pcr-globwb,,1278,1960,km3/year,projected,wada and bierkens (2014).pcr-globwb.NA,2014
10.1088/1748-9326/9/10/104003,sustainability of global water use: past reconstruction and future projections,wada and bierkens (2014),iww,global,pcr-globwb,,2644,2000,km3/year,projected,wada and bierkens (2014).pcr-globwb.NA,2014
10.1088/1748-9326/9/10/104003,sustainability of global water use: past reconstruction and future projections,wada and bierkens (2014),iww,global,pcr-globwb,,3385,2025,km3/year,projected,wada and bierkens (2014).pcr-globwb.NA,2014
10.1088/1748-9326/9/10/104003,sustainability of global water use: past reconstruction and future projections,wada and bierkens (2014),iww,global,pcr-globwb,,3490,2050,km3/year,projected,wada and bierkens (2014).pcr-globwb.NA,2014
10.1088/1748-9326/9/10/104003,sustainability of global water use: past reconstruction and future projections,wada and bierkens (2014),iww,global,pcr-globwb,,3664,2090,km3/year,projected,wada and bierkens (2014).pcr-globwb.NA,2014
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,A2,2498,1995,km3/year,projected,alcamo et al (2007).WaterGAP.A2,2007
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,A2,2366,2025,km3/year,projected,alcamo et al (2007).WaterGAP.A2,2007
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,A2,2282,2055,km3/year,projected,alcamo et al (2007).WaterGAP.A2,2007
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,A2,2246,2075,km3/year,projected,alcamo et al (2007).WaterGAP.A2,2007
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,B2,2498,1995,km3/year,projected,alcamo et al (2007).WaterGAP.B2,2007
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,B2,2341,2025,km3/year,projected,alcamo et al (2007).WaterGAP.B2,2007
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,B2,2256,2055,km3/year,projected,alcamo et al (2007).WaterGAP.B2,2007
10.1623/hysj.52.2.247,future long-term changes in global water resources driven by socio-economic and climatic changes,alcamo et al (2007),iww,global,WaterGAP,B2,2211,2075,km3/year,projected,alcamo et al (2007).WaterGAP.B2,2007
10.1080/02508060208686990,global water demand and supply projections,rosegrant et al (2002),iww,global,,BAU,1430,1995,km3/year,projected,rosegrant et al (2002).NA.BAU,2002
10.1080/02508060208686990,global water demand and supply projections,rosegrant et al (2002),iww,global,,BAU,1429,2025,km3/year,projected,rosegrant et al (2002).NA.BAU,2002
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,baseline,2464,2005,km3/year,projected,hejazi et al (2014).GCAM.baseline,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP6/MDG-,4805,2050,km3/year,projected,hejazi et al (2014).GCAM.POP6/MDG-,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP6/MDG+,5700,2050,km3/year,projected,hejazi et al (2014).GCAM.POP6/MDG+,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP9/MDG-,6267,2050,km3/year,projected,hejazi et al (2014).GCAM.POP9/MDG-,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP9/MDG+,6510,2050,km3/year,projected,hejazi et al (2014).GCAM.POP9/MDG+,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP14/MDG-,6430,2050,km3/year,projected,hejazi et al (2014).GCAM.POP14/MDG-,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP14/MDG+,6573,2050,km3/year,projected,hejazi et al (2014).GCAM.POP14/MDG+,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP6/MDG-,3806,2095,km3/year,projected,hejazi et al (2014).GCAM.POP6/MDG-,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP6/MDG+,4688,2095,km3/year,projected,hejazi et al (2014).GCAM.POP6/MDG+,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP9/MDG-,6971,2095,km3/year,projected,hejazi et al (2014).GCAM.POP9/MDG-,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP9/MDG+,7353,2095,km3/year,projected,hejazi et al (2014).GCAM.POP9/MDG+,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP14/MDG-,8997,2095,km3/year,projected,hejazi et al (2014).GCAM.POP14/MDG-,2014
10.1016/j.techfore.2013.05.006,long-term global water projections using six socioeconomic scenarios in an intgrated assessment modeling framework,hejazi et al (2014),iww,global,GCAM,POP14/MDG+,9118,2095,km3/year,projected,hejazi et al (2014).GCAM.POP14/MDG+,2014
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,2245.76065739181,2005,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,2449.72199210972,2010,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,2772.49119831902,2020,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,3078.64159224643,2030,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,3317.93306616255,2040,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,3561.36117529496,2050,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,3579.09549689441,2060,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,3505.56294392107,2070,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,3371.04162642278,2080,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,3206.67474330589,2090,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP1,2989.10489539065,2100,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP1,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,2238.92867358614,2005,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,2447.9918143927,2010,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,2785.83304388689,2020,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,3096.87025033646,2030,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,3310.85601565784,2040,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,3569.14697502155,2050,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,3642.24698356563,2060,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,3688.7764057412,2070,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
,physical impacts of climate change on water resources,miralles-wilhelm et al (2017),iww,global,GCAM,SSP2,3661.71148288211,2080,km3/year,projected,miralles-wilhelm et al (2017).GCAM.SSP2,2017
